loan_id,borrower_id,loan_amount,loan_tenure_months,interest_rate,loan_purpose,application_date,default_probability,is_default,credit_score_traditional
LN00000515,BRW000515,10310,12,16.331431047291115,Business,2025-05-27 06:03:28.512885,0.16408885009455196,False,747
LN00000516,BRW000516,10000,48,16.95873448402643,Personal,2025-04-10 06:03:28.512905,0.04552922508782249,False,640
LN00000517,BRW000517,40674,24,13.550942392252239,Personal,2024-11-01 06:03:28.512926,0.02,False,549
LN00000518,BRW000518,67845,12,14.271800647340823,Personal,2025-03-05 06:03:28.512941,0.02,False,610
LN00000519,BRW000519,92421,18,13.796762128702117,Medical,2024-09-13 06:03:28.512961,0.02,False,648
LN00000520,BRW000520,48907,36,13.885192132459567,Medical,2024-12-31 06:03:28.512985,0.02,False,738
LN00000521,BRW000521,39643,24,14.116065039300974,Business,2024-12-09 06:03:28.513058,0.02,False,682
LN00000522,BRW000522,42203,18,15.128949895041464,Education,2025-05-26 06:03:28.513075,0.02,False,703
LN00000523,BRW000523,17632,48,14.176518008904068,Business,2025-05-08 06:03:28.513085,0.02,False,684
LN00000524,BRW000524,11602,36,16.4796644655746,Personal,2025-06-28 06:03:28.513093,0.23302340734958543,False,734
LN00000525,BRW000525,27440,36,15.059088480460792,Medical,2025-06-04 06:03:28.513102,0.02,False,629
LN00000526,BRW000526,10000,36,13.88027957743674,Personal,2025-05-05 06:03:28.513117,0.02,False,666
LN00000527,BRW000527,17211,36,10.22341277020444,Education,2025-06-05 06:03:28.513141,0.02,False,652
LN00000528,BRW000528,14406,18,13.290638141131003,Business,2025-05-26 06:03:28.513171,0.02,False,606
LN00000529,BRW000529,35123,24,14.906416566064767,Education,2025-03-19 06:03:28.513186,0.05867865628317315,False,751
LN00000530,BRW000530,26267,36,18.8727821935455,Business,2025-05-29 06:03:28.513199,0.02,True,749
LN00000531,BRW000531,72343,12,15.790125199718496,Education,2024-09-07 06:03:28.513207,0.02,False,770
LN00000532,BRW000532,42524,12,11.460026260381444,Personal,2025-08-10 06:03:28.513213,0.2132513771698012,True,573
LN00000533,BRW000533,13209,12,16.29392565119227,Personal,2025-03-08 06:03:28.513219,0.02,False,685
LN00000534,BRW000534,37722,12,14.642422432128399,Medical,2025-05-17 06:03:28.513225,0.02,False,759
LN00000535,BRW000535,10000,12,17.712927374036546,Education,2024-12-05 06:03:28.513231,0.02,False,800
LN00000536,BRW000536,39573,36,11.612680204753682,Medical,2025-06-25 06:03:28.513237,0.02,False,499
LN00000537,BRW000537,12125,36,19.633530906098343,Business,2024-12-01 06:03:28.513243,0.02,False,649
LN00000538,BRW000538,13545,12,17.341024809073453,Business,2025-06-08 06:03:28.513249,0.024383332239583194,False,631
LN00000539,BRW000539,64497,36,15.373499420466112,Business,2025-07-01 06:03:28.513255,0.08853159413350008,False,809
LN00000540,BRW000540,30080,24,11.368464393257412,Personal,2025-03-31 06:03:28.513261,0.17817551157303732,False,429
LN00000541,BRW000541,18873,18,11.617188608139081,Education,2024-10-01 06:03:28.513267,0.02,False,545
LN00000542,BRW000542,49667,18,18.05613141634387,Medical,2025-05-23 06:03:28.513273,0.02,False,793
LN00000543,BRW000543,71582,18,18.40957574410872,Home Improvement,2025-07-24 06:03:28.513279,0.02,False,603
LN00000544,BRW000544,10000,36,19.124775755283718,Business,2024-08-13 06:03:28.513285,0.02,False,519
LN00000545,BRW000545,12444,18,21.001810654993683,Business,2025-02-13 06:03:28.513291,0.022472805348875413,False,801
LN00000546,BRW000546,42148,18,18.24745127157413,Medical,2024-09-29 06:03:28.513298,0.02,False,506
LN00000547,BRW000547,28149,12,17.222488092398358,Education,2025-04-14 06:03:28.513304,0.10078184399221501,True,752
LN00000548,BRW000548,10000,48,23.1653787044796,Medical,2024-09-11 06:03:28.513310,0.0478891082834105,False,493
LN00000549,BRW000549,91688,36,14.363620734132908,Education,2025-07-24 06:03:28.513316,0.02,False,505
LN00000550,BRW000550,14981,24,15.697932710588466,Medical,2024-08-24 06:03:28.513322,0.02,False,670
LN00000551,BRW000551,10000,48,11.37620162630652,Personal,2025-06-03 06:03:28.513328,0.02,False,565
LN00000552,BRW000552,22231,18,17.873444384787618,Education,2025-02-04 06:03:28.513334,0.02,False,677
LN00000553,BRW000553,45327,24,15.389643754237987,Personal,2025-05-10 06:03:28.513340,0.16479084780665287,False,830
LN00000554,BRW000554,54596,18,14.139520323655313,Education,2025-03-15 06:03:28.513346,0.02,False,634
LN00000555,BRW000555,23057,18,14.201797220435006,Business,2025-04-10 06:03:28.513352,0.02,False,812
LN00000556,BRW000556,167487,36,13.615039114871248,Personal,2025-04-01 06:03:28.513358,0.02,False,682
LN00000557,BRW000557,210754,36,15.493197073832768,Business,2025-01-02 06:03:28.513364,0.02,False,745
LN00000558,BRW000558,31519,18,11.674508793563517,Personal,2025-06-06 06:03:28.513370,0.02,False,414
LN00000559,BRW000559,20959,12,11.94472802791519,Personal,2024-10-21 06:03:28.513376,0.02,False,713
LN00000560,BRW000560,16823,18,12.678529249475133,Personal,2024-12-24 06:03:28.513390,0.02,False,698
LN00000561,BRW000561,19492,36,14.139678000652664,Business,2025-03-09 06:03:28.513397,0.02,False,613
LN00000562,BRW000562,72844,12,14.6080975143864,Personal,2025-03-15 06:03:28.513403,0.22483803697314741,False,839
LN00000563,BRW000563,28814,24,9.85339791197184,Personal,2025-04-25 06:03:28.513409,0.05424618149835887,False,600
LN00000564,BRW000564,44189,36,14.454526892650074,Personal,2024-10-09 06:03:28.513415,0.02,False,489
LN00000565,BRW000565,38372,12,13.476225693764572,Personal,2025-05-01 06:03:28.513421,0.02,False,728
LN00000566,BRW000566,35778,36,18.348294069762208,Personal,2025-05-23 06:03:28.513427,0.02,True,507
LN00000567,BRW000567,52641,12,13.30004422186084,Business,2025-04-28 06:03:28.513433,0.08457237525339714,False,657
LN00000568,BRW000568,42704,24,19.011925001352374,Business,2024-10-09 06:03:28.513439,0.02,True,783
LN00000569,BRW000569,32252,36,21.225649045077056,Home Improvement,2025-07-15 06:03:28.513445,0.396206401130083,True,699
LN00000570,BRW000570,96365,24,19.50045327977621,Personal,2024-12-05 06:03:28.513451,0.02,False,625
LN00000571,BRW000571,10000,18,13.054765703394114,Medical,2024-10-30 06:03:28.513457,0.02,False,614
LN00000572,BRW000572,27623,48,17.558353248910556,Personal,2025-08-04 06:03:28.513464,0.02,False,776
LN00000573,BRW000573,14442,12,13.106383633084482,Personal,2024-12-01 06:03:28.513470,0.02,False,528
LN00000574,BRW000574,45968,24,13.52347860512167,Personal,2025-07-02 06:03:28.513476,0.02,False,727
LN00000575,BRW000575,10000,18,13.724866342868667,Personal,2025-03-12 06:03:28.513482,0.02,False,850
LN00000576,BRW000576,26543,24,16.408423441474522,Business,2025-06-14 06:03:28.513488,0.11221433829249508,True,704
LN00000577,BRW000577,32399,24,13.378200408574507,Education,2025-01-19 06:03:28.513494,0.042749276775210066,False,626
LN00000578,BRW000578,58592,24,16.116026498496616,Medical,2024-10-26 06:03:28.513500,0.02,False,633
LN00000579,BRW000579,15705,18,19.787406955783847,Home Improvement,2025-02-26 06:03:28.513506,0.1105543031975279,False,601
LN00000580,BRW000580,205291,24,12.694616295718745,Education,2024-09-19 06:03:28.513512,0.02,False,584
LN00000581,BRW000581,13778,12,11.175496821217521,Business,2025-01-10 06:03:28.513519,0.13844065016370183,False,661
LN00000582,BRW000582,10000,12,14.079584235117,Business,2024-12-30 06:03:28.513525,0.02,False,717
LN00000583,BRW000583,35761,24,20.283963760895315,Medical,2024-10-22 06:03:28.513531,0.25169907896147564,False,811
LN00000584,BRW000584,19889,24,18.06571680339515,Education,2025-04-25 06:03:28.513537,0.1714875246746856,False,454
LN00000585,BRW000585,96094,18,13.436363132064423,Personal,2024-12-11 06:03:28.513543,0.02,False,406
LN00000586,BRW000586,10000,24,12.863635099878529,Education,2024-11-07 06:03:28.513549,0.02,False,813
LN00000587,BRW000587,22664,24,16.97098446647979,Business,2025-02-02 06:03:28.513556,0.02,True,655
LN00000588,BRW000588,42382,18,16.292812560679433,Business,2025-03-10 06:03:28.513562,0.02,False,660
LN00000589,BRW000589,12922,24,17.86832338890784,Medical,2025-07-22 06:03:28.513568,0.28486062796037204,False,700
LN00000590,BRW000590,10000,48,12.534271025891208,Education,2025-03-02 06:03:28.513574,0.02,False,631
LN00000591,BRW000591,70159,24,15.748567138341512,Home Improvement,2024-12-05 06:03:28.513580,0.18596722424961923,False,847
LN00000592,BRW000592,11253,36,18.687913541415387,Medical,2025-06-26 06:03:28.513586,0.02,False,699
LN00000593,BRW000593,50770,18,19.3858917357915,Personal,2025-06-23 06:03:28.513592,0.02,False,605
LN00000594,BRW000594,10516,36,12.283683938228553,Personal,2025-03-27 06:03:28.513598,0.02,False,614
LN00000595,BRW000595,17066,24,15.743963087326403,Personal,2025-04-23 06:03:28.513604,0.1787635357438865,False,635
LN00000596,BRW000596,40367,24,15.142082194235636,Medical,2024-11-01 06:03:28.513610,0.02,False,572
LN00000597,BRW000597,29235,36,13.489587278246239,Personal,2024-12-23 06:03:28.513617,0.02,False,818
LN00000598,BRW000598,10454,18,13.793634835412306,Education,2024-10-23 06:03:28.513636,0.02,False,662
LN00000599,BRW000599,33673,18,17.701062219372744,Business,2025-02-24 06:03:28.513643,0.02,False,532
LN00000600,BRW000600,10000,12,13.702093009445107,Education,2025-02-04 06:03:28.513649,0.22940283759656166,True,690
LN00000601,BRW000601,10000,36,15.630287637204614,Personal,2025-06-22 06:03:28.513655,0.02,False,793
LN00000602,BRW000602,89005,36,17.460183658129083,Personal,2025-08-04 06:03:28.513661,0.02,False,756
LN00000603,BRW000603,19230,24,21.257326496676537,Personal,2024-12-26 06:03:28.513667,0.16307056123711133,False,574
LN00000604,BRW000604,39118,18,16.89808851824976,Business,2024-12-22 06:03:28.513673,0.3551072428444039,True,539
LN00000605,BRW000605,38221,24,18.162407657501,Personal,2025-07-24 06:03:28.513679,0.02,False,792
LN00000606,BRW000606,16726,12,16.78885227818202,Medical,2025-07-13 06:03:28.513685,0.19604644844954638,False,487
LN00000607,BRW000607,24193,18,15.383217597700499,Personal,2025-03-23 06:03:28.513691,0.02,False,687
LN00000608,BRW000608,10000,18,15.329671748791037,Education,2024-10-24 06:03:28.513697,0.02,False,593
LN00000609,BRW000609,24438,24,15.651124852349968,Home Improvement,2025-04-18 06:03:28.513703,0.02,False,781
LN00000610,BRW000610,14877,24,9.581305387866838,Business,2025-04-27 06:03:28.513709,0.02,False,544
LN00000611,BRW000611,117407,18,15.0189173928167,Personal,2025-07-09 06:03:28.513716,0.02,False,570
LN00000612,BRW000612,12569,24,17.314856513811726,Medical,2025-02-15 06:03:28.513722,0.02,False,711
LN00000613,BRW000613,33212,48,13.789095023630205,Personal,2025-07-11 06:03:28.513728,0.02,False,729
LN00000614,BRW000614,17697,12,20.358426288095707,Personal,2024-10-18 06:03:28.513734,0.02,True,785
LN00000615,BRW000615,42223,24,16.37558602491326,Personal,2025-03-04 06:03:28.513740,0.02,False,697
LN00000616,BRW000616,10000,24,15.606470988501197,Personal,2024-11-15 06:03:28.513746,0.02,False,684
LN00000617,BRW000617,19818,48,18.50759141043642,Business,2025-04-20 06:03:28.513753,0.02949104310021597,False,754
LN00000618,BRW000618,35380,24,17.69221822679949,Business,2025-05-10 06:03:28.513759,0.1406360269423518,False,512
LN00000619,BRW000619,26588,24,19.398459948082763,Business,2025-07-12 06:03:28.513765,0.02,False,562
LN00000620,BRW000620,32748,36,19.98279539620424,Personal,2025-03-13 06:03:28.513771,0.02,False,521
LN00000621,BRW000621,11346,18,20.395917886030002,Business,2024-12-12 06:03:28.513777,0.02,False,381
LN00000622,BRW000622,16693,24,17.37057043806642,Personal,2024-11-20 06:03:28.513783,0.02,False,734
LN00000623,BRW000623,21696,24,12.889129057761238,Personal,2024-08-21 06:03:28.513789,0.02,False,792
LN00000624,BRW000624,41105,24,15.285003172957232,Personal,2024-09-20 06:03:28.513795,0.06817954397918768,False,705
LN00000625,BRW000625,67339,12,20.916993887035574,Business,2025-07-19 06:03:28.513801,0.02,False,688
LN00000626,BRW000626,10000,18,16.778168420192152,Business,2025-01-06 06:03:28.513807,0.02,False,658
LN00000627,BRW000627,17057,18,14.697460707865659,Personal,2024-08-23 06:03:28.513814,0.02,False,655
LN00000628,BRW000628,13001,36,14.365320338882938,Home Improvement,2025-06-08 06:03:28.513820,0.02,False,819
LN00000629,BRW000629,11864,48,12.767650148909635,Personal,2025-01-09 06:03:28.513826,0.02,False,804
LN00000630,BRW000630,27263,18,18.758006461751314,Education,2025-05-04 06:03:28.513832,0.02,False,591
LN00000631,BRW000631,22607,12,14.644922019029377,Personal,2024-10-10 06:03:28.513838,0.02,False,760
LN00000632,BRW000632,10000,48,13.051594182157105,Education,2024-12-05 06:03:28.513844,0.11501170359395824,False,772
LN00000633,BRW000633,10000,24,13.39035648594022,Business,2024-11-09 06:03:28.513850,0.07045095694295991,False,715
LN00000634,BRW000634,31872,36,8.172199897326195,Business,2024-10-01 06:03:28.513856,0.02,False,688
LN00000635,BRW000635,10000,12,18.118357057176688,Personal,2024-10-01 06:03:28.513863,0.07929391370501787,False,685
LN00000636,BRW000636,12634,36,15.287835928461346,Business,2025-05-14 06:03:28.513869,0.02,False,501
LN00000637,BRW000637,46107,36,12.313912904306143,Education,2024-09-06 06:03:28.513875,0.26191171755810816,False,492
LN00000638,BRW000638,25283,12,20.161452767419103,Education,2024-12-04 06:03:28.513881,0.02,False,728
LN00000639,BRW000639,75970,12,16.13954051258731,Personal,2025-06-08 06:03:28.513887,0.02,False,539
LN00000640,BRW000640,20219,18,9.275573666759827,Personal,2024-12-19 06:03:28.513893,0.17664439166495516,True,511
LN00000641,BRW000641,131443,18,18.165431126969864,Personal,2025-05-27 06:03:28.513899,0.02,False,442
LN00000642,BRW000642,19015,48,12.967727586562871,Personal,2025-06-15 06:03:28.513905,0.02,False,602
LN00000643,BRW000643,57425,18,17.786312376025307,Personal,2025-05-04 06:03:28.513911,0.02,False,687
LN00000644,BRW000644,11249,36,17.515349169217718,Personal,2024-10-16 06:03:28.513917,0.02,False,695
LN00000645,BRW000645,13093,36,16.412094978004152,Education,2024-12-10 06:03:28.513923,0.160766077643889,False,735
LN00000646,BRW000646,85254,18,12.244873326818926,Business,2025-06-21 06:03:28.513929,0.02,False,610
LN00000647,BRW000647,12629,24,12.302109738495538,Education,2025-03-03 06:03:28.513935,0.02,False,660
LN00000648,BRW000648,18510,12,15.853296821250696,Education,2025-02-02 06:03:28.513942,0.02,False,734
LN00000649,BRW000649,12975,18,13.175873227979618,Business,2025-04-12 06:03:28.513948,0.02,False,696
LN00000650,BRW000650,54149,48,19.657978508007503,Business,2024-11-17 06:03:28.513954,0.02,False,591
LN00000651,BRW000651,10000,12,15.695594074331478,Home Improvement,2024-10-22 06:03:28.513960,0.02,False,679
LN00000652,BRW000652,62692,18,12.985409583593642,Business,2024-12-09 06:03:28.513966,0.02,False,451
LN00000653,BRW000653,26789,36,18.9956714629487,Business,2025-02-09 06:03:28.513972,0.02,False,650
LN00000654,BRW000654,25569,24,10.26779472073638,Medical,2024-08-31 06:03:28.513978,0.07524959178524299,False,588
LN00000655,BRW000655,21035,24,15.60449806448384,Personal,2025-02-25 06:03:28.513985,0.02,False,801
LN00000656,BRW000656,59911,36,17.668513572680403,Education,2025-04-30 06:03:28.513991,0.02,False,552
LN00000657,BRW000657,18483,12,12.913073777570403,Personal,2025-05-15 06:03:28.513997,0.02,False,661
LN00000658,BRW000658,12471,36,14.702727515621845,Medical,2025-07-31 06:03:28.514003,0.02,False,607
LN00000659,BRW000659,33401,36,13.976807923992322,Education,2025-05-15 06:03:28.514096,0.22831217158792128,False,594
LN00000660,BRW000660,20571,12,12.626646192160267,Business,2025-03-11 06:03:28.514104,0.02,False,687
LN00000661,BRW000661,105730,24,16.229391980177958,Education,2025-07-07 06:03:28.514110,0.02,False,608
LN00000662,BRW000662,45682,18,18.553070448081357,Education,2025-07-27 06:03:28.514116,0.02,False,835
LN00000663,BRW000663,29070,12,22.011232048972005,Business,2025-01-18 06:03:28.514122,0.02,False,452
LN00000664,BRW000664,69377,24,18.28586623437233,Home Improvement,2025-03-03 06:03:28.514128,0.49161455801112697,False,713
LN00000665,BRW000665,10000,24,15.19197522197306,Business,2025-01-24 06:03:28.514135,0.02,False,641
LN00000666,BRW000666,34504,48,19.343951492759388,Medical,2025-01-19 06:03:28.514141,0.02,False,644
LN00000667,BRW000667,23900,24,12.61260882654426,Business,2025-03-08 06:03:28.514147,0.02,False,680
LN00000668,BRW000668,18719,36,14.391130506655774,Business,2024-09-27 06:03:28.514153,0.02,False,749
LN00000669,BRW000669,17592,12,18.857887377746984,Personal,2024-10-17 06:03:28.514159,0.02151619605326252,False,676
LN00000670,BRW000670,53669,18,14.025843635897294,Personal,2025-07-24 06:03:28.514165,0.02,False,750
LN00000671,BRW000671,10000,48,16.173302453779712,Medical,2025-03-27 06:03:28.514171,0.02,False,654
LN00000672,BRW000672,32144,36,13.896614010421114,Business,2025-06-17 06:03:28.514177,0.02,False,546
LN00000673,BRW000673,10000,18,15.353087383193639,Business,2025-02-05 06:03:28.514183,0.02,False,641
LN00000674,BRW000674,18111,24,15.792298632159458,Business,2025-06-30 06:03:28.514192,0.02,False,765
LN00000675,BRW000675,21157,18,17.41400837259364,Personal,2024-10-12 06:03:28.514198,0.02,False,608
LN00000676,BRW000676,80272,24,16.49711219194527,Business,2024-10-20 06:03:28.514204,0.02,False,541
LN00000677,BRW000677,14373,36,18.14497588609741,Personal,2024-10-26 06:03:28.514210,0.02,False,711
LN00000678,BRW000678,23005,36,17.176363710517982,Home Improvement,2025-04-21 06:03:28.514216,0.02,False,683
LN00000679,BRW000679,10000,18,15.400419223394955,Business,2025-04-05 06:03:28.514223,0.02,False,572
LN00000680,BRW000680,33013,18,14.172139599380033,Medical,2024-11-10 06:03:28.514229,0.02,False,626
LN00000681,BRW000681,10000,18,13.256241520537065,Education,2024-11-28 06:03:28.514235,0.02,False,631
LN00000682,BRW000682,10000,36,8.0,Personal,2025-05-16 06:03:28.514241,0.02,False,650
LN00000683,BRW000683,10000,24,15.654737151176702,Medical,2025-01-08 06:03:28.514253,0.03636316988416699,False,714
LN00000684,BRW000684,17552,48,12.570849474639958,Personal,2024-08-18 06:03:28.514259,0.02,False,609
LN00000685,BRW000685,18268,36,13.37156790318796,Business,2024-09-06 06:03:28.514266,0.05964071116213748,False,719
LN00000686,BRW000686,54599,18,15.098388966844073,Personal,2024-11-01 06:03:28.514272,0.02,False,596
LN00000687,BRW000687,74438,36,14.436786995245193,Business,2025-04-27 06:03:28.514278,0.02,False,816
LN00000688,BRW000688,73017,24,17.6428260658838,Personal,2024-10-15 06:03:28.514284,0.02,False,818
LN00000689,BRW000689,55303,18,15.500127811690376,Education,2025-07-19 06:03:28.514290,0.02,False,564
LN00000690,BRW000690,115883,18,20.88039493232656,Home Improvement,2024-12-23 06:03:28.514297,0.05023220898968642,False,527
LN00000691,BRW000691,31706,48,22.582169606127458,Education,2025-06-29 06:03:28.514303,0.02,False,747
LN00000692,BRW000692,32078,24,15.081683210307494,Personal,2025-05-26 06:03:28.514328,0.43882729264955667,False,675
LN00000693,BRW000693,94999,36,13.459028908240768,Business,2024-09-28 06:03:28.514334,0.02,False,705
LN00000694,BRW000694,10000,24,10.710279949602675,Medical,2025-03-22 06:03:28.514341,0.1832093571756273,False,584
LN00000695,BRW000695,46717,18,21.483414220042217,Personal,2025-01-09 06:03:28.514347,0.02,False,636
LN00000696,BRW000696,21210,36,13.828199105757468,Personal,2025-08-08 06:03:28.514353,0.02,False,615
LN00000697,BRW000697,63994,36,14.379146178949902,Personal,2025-01-12 06:03:28.514360,0.2549263682223035,False,680
LN00000698,BRW000698,56694,12,13.90105485065571,Business,2024-10-29 06:03:28.514366,0.14483813046965902,True,525
LN00000699,BRW000699,19312,18,15.020004084029061,Education,2024-10-01 06:03:28.514373,0.02,False,640
LN00000700,BRW000700,10000,24,14.569167196120306,Education,2025-01-25 06:03:28.514379,0.10146113695767026,True,524
LN00000701,BRW000701,64836,18,18.480386995599627,Business,2025-08-11 06:03:28.514392,0.02,False,598
LN00000702,BRW000702,15085,36,8.0,Education,2024-09-21 06:03:28.514398,0.02,False,640
LN00000703,BRW000703,24266,12,15.437109213131427,Business,2025-07-29 06:03:28.514405,0.02,False,700
LN00000704,BRW000704,10000,36,18.153980145539286,Business,2025-01-02 06:03:28.514411,0.02,False,709
LN00000705,BRW000705,16506,24,13.928818813677983,Personal,2024-11-06 06:03:28.514418,0.14498845395324536,False,726
LN00000706,BRW000706,49664,18,17.764965485232025,Personal,2025-04-26 06:03:28.514424,0.02,False,501
LN00000707,BRW000707,29975,18,16.268504835217144,Personal,2025-04-16 06:03:28.514431,0.02,False,776
LN00000708,BRW000708,12075,12,13.846606701533894,Medical,2025-04-15 06:03:28.514437,0.02,False,585
LN00000709,BRW000709,10000,18,10.56338208936616,Education,2024-12-17 06:03:28.514443,0.14366009184412304,False,592
LN00000710,BRW000710,38198,36,17.219592953929297,Personal,2024-08-23 06:03:28.514450,0.23135978217970338,True,676
LN00000711,BRW000711,15800,18,16.954914517892977,Personal,2024-12-01 06:03:28.514456,0.02,False,616
LN00000712,BRW000712,25333,24,13.77811606630511,Education,2025-06-28 06:03:28.514463,0.02,False,686
LN00000713,BRW000713,19742,24,18.279660473266794,Business,2025-04-08 06:03:28.514469,0.02,False,704
LN00000714,BRW000714,15673,12,14.544813404535322,Personal,2025-03-30 06:03:28.514475,0.02,False,573
LN00000715,BRW000715,36168,24,19.103300795384776,Personal,2024-10-03 06:03:28.514482,0.18206684040777218,False,631
LN00000716,BRW000716,10996,36,16.90900511710246,Personal,2025-06-09 06:03:28.514488,0.02,False,634
LN00000717,BRW000717,24827,18,20.439991354073435,Business,2024-11-27 06:03:28.514494,0.02,False,745
LN00000718,BRW000718,30692,24,17.08904178649435,Personal,2025-08-06 06:03:28.514501,0.02,False,603
LN00000719,BRW000719,64732,12,16.084073939602657,Education,2024-08-13 06:03:28.514507,0.02,False,599
LN00000720,BRW000720,22965,12,10.346269552383399,Home Improvement,2024-09-29 06:03:28.514514,0.02,False,547
LN00000721,BRW000721,10000,18,16.161027966505532,Personal,2025-07-26 06:03:28.514520,0.02,False,559
LN00000722,BRW000722,37791,18,15.282316949520592,Personal,2024-11-03 06:03:28.514527,0.02,False,514
LN00000723,BRW000723,10824,36,20.84548771448167,Personal,2024-09-14 06:03:28.514533,0.02,False,579
LN00000724,BRW000724,12886,24,16.64040311347254,Business,2025-07-02 06:03:28.514540,0.02,False,809
LN00000725,BRW000725,14766,12,18.347525627053308,Education,2024-08-22 06:03:28.514546,0.07808237382213006,False,719
LN00000726,BRW000726,18999,24,20.21166450172983,Personal,2024-08-22 06:03:28.514553,0.02,True,777
LN00000727,BRW000727,61959,24,20.01856610821616,Personal,2024-10-06 06:03:28.514559,0.02,False,554
LN00000728,BRW000728,37107,18,15.73899455053952,Education,2024-10-12 06:03:28.514566,0.02,False,455
LN00000729,BRW000729,10000,36,22.386776982804832,Education,2024-08-26 06:03:28.514572,0.02,False,681
LN00000730,BRW000730,73873,12,14.481732278025984,Personal,2024-12-23 06:03:28.514579,0.02,False,835
LN00000731,BRW000731,51476,48,19.991462347337414,Personal,2025-05-14 06:03:28.514585,0.02,False,601
LN00000732,BRW000732,30738,18,13.760286375795836,Business,2025-03-15 06:03:28.514591,0.02,False,660
LN00000733,BRW000733,10000,24,18.580089468895753,Personal,2025-06-01 06:03:28.514598,0.02,False,493
LN00000734,BRW000734,11211,48,13.108591893562716,Personal,2024-08-17 06:03:28.514604,0.02,False,652
LN00000735,BRW000735,22186,36,17.856207924998067,Education,2024-10-08 06:03:28.514611,0.02,False,637
LN00000736,BRW000736,82813,12,13.438216289589725,Personal,2024-11-28 06:03:28.514617,0.02,False,440
LN00000737,BRW000737,63600,24,12.88976379199169,Medical,2025-06-28 06:03:28.514623,0.02,True,546
LN00000738,BRW000738,10174,18,13.101070089750243,Education,2025-07-03 06:03:28.514630,0.02,False,538
LN00000739,BRW000739,10000,24,17.493936153024574,Personal,2025-02-01 06:03:28.514636,0.02,False,492
LN00000740,BRW000740,19035,36,17.48346502346194,Business,2025-08-01 06:03:28.514643,0.02,False,577
LN00000741,BRW000741,24644,24,17.470588779836554,Business,2024-08-25 06:03:28.514649,0.02,False,700
LN00000742,BRW000742,10000,12,16.663997278270045,Personal,2025-03-30 06:03:28.514655,0.09326702017814657,False,586
LN00000743,BRW000743,10973,24,14.547878505801236,Personal,2025-02-14 06:03:28.514662,0.02,False,764
LN00000744,BRW000744,119720,12,13.835740484573902,Business,2025-01-03 06:03:28.514668,0.02,False,613
LN00000745,BRW000745,16330,18,12.894844628341678,Education,2025-01-02 06:03:28.514675,0.06693013023026102,False,682
LN00000746,BRW000746,17315,24,12.715082768820242,Business,2025-07-04 06:03:28.514681,0.02,False,699
LN00000747,BRW000747,211302,24,19.639090285432555,Personal,2025-06-29 06:03:28.514687,0.02,False,803
LN00000748,BRW000748,16798,24,12.82346200312962,Home Improvement,2024-10-03 06:03:28.514694,0.02,False,578
LN00000749,BRW000749,10000,12,13.203579695524141,Education,2024-10-19 06:03:28.514700,0.02,False,694
LN00000750,BRW000750,12489,48,13.005497779590254,Business,2024-10-21 06:03:28.514707,0.08697286254063039,False,555
LN00000751,BRW000751,27813,24,12.019901543631192,Business,2025-03-17 06:03:28.514713,0.17945462862139644,False,822
LN00000752,BRW000752,15064,18,16.913957503049506,Personal,2025-07-21 06:03:28.514720,0.02,False,546
LN00000753,BRW000753,19848,48,14.39225024916585,Home Improvement,2025-03-08 06:03:28.514726,0.02,False,688
LN00000754,BRW000754,21282,36,15.508602296863534,Personal,2024-10-14 06:03:28.514732,0.02,False,805
LN00000755,BRW000755,273291,12,15.650399976642948,Education,2025-08-09 06:03:28.514739,0.02,False,530
LN00000756,BRW000756,38953,24,16.865994131751584,Business,2025-01-23 06:03:28.514745,0.02,False,709
LN00000757,BRW000757,10292,24,16.303816654369122,Medical,2024-10-04 06:03:28.514751,0.02,False,550
LN00000758,BRW000758,19161,12,19.551394895163632,Education,2024-09-23 06:03:28.514758,0.02,False,850
LN00000759,BRW000759,41874,18,13.996270941689557,Business,2024-09-01 06:03:28.514764,0.02,False,460
LN00000760,BRW000760,52380,24,14.223619764997103,Home Improvement,2025-05-07 06:03:28.514771,0.02,False,498
LN00000761,BRW000761,10000,18,15.733216828009992,Home Improvement,2025-04-25 06:03:28.514777,0.02,False,537
LN00000762,BRW000762,10000,36,15.780144748156232,Personal,2024-12-27 06:03:28.514785,0.02,False,541
LN00000763,BRW000763,32079,12,11.551206656688183,Personal,2024-12-13 06:03:28.514792,0.02,False,702
LN00000764,BRW000764,13224,48,11.270041740049217,Education,2024-10-19 06:03:28.514798,0.021151567535385246,False,829
LN00000765,BRW000765,11818,36,15.577671256454,Home Improvement,2025-07-14 06:03:28.514805,0.02,False,765
LN00000766,BRW000766,25582,36,20.15739313644585,Business,2024-08-18 06:03:28.514811,0.02,False,673
LN00000767,BRW000767,41465,18,20.45426583326416,Personal,2025-04-25 06:03:28.514817,0.02,False,650
LN00000768,BRW000768,18194,36,12.64837694750103,Business,2025-08-01 06:03:28.514824,0.11217405779021104,False,589
LN00000769,BRW000769,10000,24,14.708490473001943,Personal,2025-05-09 06:03:28.514835,0.02,False,689
LN00000770,BRW000770,14431,24,16.48756640629337,Business,2025-04-02 06:03:28.514842,0.02,False,629
LN00000771,BRW000771,10000,18,16.911751267810175,Personal,2025-05-11 06:03:28.514848,0.02,False,668
LN00000772,BRW000772,34522,36,13.079188057462101,Business,2025-06-19 06:03:28.514854,0.02,False,575
